Humidity,Temperature,Wind Speed,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
49.35,14.05,0.088,33211.1,21118.5,16441.4
58.43,16.48,0.084,27353.9,22234.7,16724.3
59.02,21.45,0.268,32138.8,19268.6,15744.4
66.99,24.78,0.307,33604.2,18699.8,15732.6
73.2,16,0.073,40744.6,34821.1,17540.2
88.9,10.27,0.078,22880.7,13803.7,13772.9
46.4,17.17,0.083,29590.9,25307.1,9548.14
61.49,12.28,4.921,28701.5,22656.2,9096.87
83.1,10.17,0.074,42519.5,27253.5,26122.4
84.6,20.61,0.071,28869.3,17208.3,13632.6
82.7,3.681,0.086,23052.2,14093.6,14481
77.4,17.63,0.068,23568.8,11316.4,13566.3
38,23.82,4.921,36133.8,24304.6,17723.1
64.86,13.95,0.076,23107.7,17959.1,10184.1
30.24,27.78,4.908,40454.3,28948.3,31935.8
48,12.68,0.077,43254.8,31106.5,15950.1
87.6,9.87,4.926,18596.9,12309.9,8026.99
62.75,16.13,0.088,30552.1,25174.6,9715.25
63.62,8.9,0.076,37171.1,31997.5,17114
69.36,15.21,0.074,33812.4,18109.8,15590.3
30.54,27.17,4.908,31657.7,21850.6,28215.6
60.58,15.5,4.915,31827.1,18980.5,16513.5
82.3,14.37,0.07,40121.6,20397.6,27514.2
57.6,6.168,0.09,18933.6,10719.8,10883.2
76.5,23.96,0.064,34707,22729,27524
45.52,26.25,0.31,37312.6,23306.4,15173.7
91.1,14.55,0.07,21787.6,10528.7,12357.8
36.99,25.24,4.916,45635,27430.4,28941.8
70.6,15.99,0.082,43996.6,26432.9,24996.8
57.23,17.14,0.086,33211.1,21519.8,17042.9
68.68,15.19,0.08,32348.4,21457.8,16314.2
79.9,11.21,0.087,40101.3,25820.1,24624.6
35.98,29.5,4.917,42948,29806.3,39464.4
61.84,25.38,0.069,39137.5,20918.9,20198.4
51.85,26.47,4.905,37551.9,24397.9,23371
69.67,20.1,0.072,35743.5,23026.6,17554
76.2,18.98,0.082,22404.2,14239.1,11147.8
86.7,16.21,4.917,25352.8,16704.1,10119.4
46.75,22.73,0.081,25252.5,12626.2,13298.2
85,13.54,0.074,24379.2,13520.2,15581.1
67.93,27.72,4.913,36460.9,22473.4,28287.9
88.3,14.55,3.082,21569.2,17497.9,9478.55
81.7,21.2,0.069,29105.2,18943,13894.9
38.15,27.27,0.318,36497,23471.1,15032.5
62.42,16.24,0.081,41972.7,24631,25544.1
56.46,20.09,0.085,32030.3,19451.7,15621.8
58.26,21.96,0.071,32444.9,20667.5,17466.6
64.18,21.53,0.073,30664.6,23916.9,12052
83.6,15.86,0.068,32600.7,19305.1,17716.4
80.7,16.71,0.072,27312.7,15680.9,12552.9
83.5,20.67,0.066,41998.4,24687.3,26897.7
14.24,31.4,4.927,33954.7,20005.8,13190.9
89.9,13.83,0.067,21563.1,17419.8,9519.04
53.32,24.12,0.089,46640.9,28452.7,19410.1
63.3,21.55,0.08,35704.4,18741,18632.9
69.14,13.68,0.117,40170.3,34398.3,15316.2
83.3,25.78,4.924,40236.9,25158.2,19332.4
81.6,22.1,0.065,37192.1,22849.9,19873.5
61.52,25.52,0.315,34394.3,18845.7,15709.1
59.95,13.04,0.085,22539.7,11573.3,15404.4
79,16.72,4.921,21063.3,12980.8,10616.4
43.58,27.23,0.083,28819.1,19792.4,24504.1
69.34,17.91,0.085,43314.7,24012.2,27601.5
55.94,13.06,0.083,22339.2,17784.6,8228.57
71.7,13.49,0.086,42779,25546.5,25372.9
29.58,35.94,4.908,41748.8,29954.4,32879
45.25,23.47,4.918,34854.1,17967.1,16403.2
38.43,26.95,0.081,31009.6,18237.8,18154.5
77.2,19.62,0.068,22227.7,18018.6,7512.29
64.42,16.14,4.921,29663.4,17014.1,14712.2
80.8,17.28,0.086,40698.2,22461.5,27467.6
68.35,12.51,0.077,39991.9,24477.8,25989.4
84.8,22.47,4.913,38274.7,22584.2,18015.4
79.3,21.2,4.916,37641.7,24531.5,15004
43.02,14.03,0.08,34676.8,28724.1,11778.2
50.92,14.79,0.082,36698.7,25054.1,20131.1
66.12,25.84,0.314,34184.1,21985.4,16597.5
74.5,21.01,0.073,33722.5,24131.8,25905
72.8,21.02,0.07,33426.9,22435.9,16230.6
40.98,27.98,4.903,39118.1,26074.3,24514.6
40.69,14.07,0.076,33192.4,27372.8,10251.1
77.7,11.45,0.074,24540.8,16738,16476.1
68.13,15.99,0.086,23300.4,14517.3,11956.4
64.55,16.42,0.08,28185.6,22118.4,9438.66
73.1,18.96,0.072,36695.4,30495.9,17071.8
70.7,14.87,0.067,25293.6,15287.9,15105.4
56.92,19.12,0.083,38946.8,22730.1,24115.2
85.5,8.78,0.082,25707.3,16858.4,16481.9
84.9,22.73,0.277,33011.7,20316.4,17597.7
61.24,21.37,4.916,45965.6,27624.9,27736.6
60.85,21.52,0.284,33317.5,21622.5,13414.5
89.2,24.78,4.919,46994.2,28636.5,25880.9
77.6,15.23,4.912,23120,18688,9183.61
76.7,18.84,0.079,33488.7,19997.9,11024
68.4,10.74,0.079,24401.5,20277.4,11086.7
86,20.81,0.068,45914.7,27494,27630.3
84.9,19.26,0.071,45299.4,27061.3,26118.2
47.22,25.09,4.919,31906.4,22716.5,22485.7
71.9,20.51,0.072,34775.4,29287.2,21426.5
89.6,13.83,0.07,24404,13212.2,12712.7
51.33,27.65,4.919,33250.3,21424.1,22520.1
74.2,11.16,0.083,23162.6,14462.2,10660.6
67.91,25.3,0.067,49391.5,32552.1,39062.1
91.6,8.05,0.084,20641.8,15391.2,9571.19
86.7,19.12,0.069,39786,24227,25219.9
65.09,15.73,4.917,32354.4,19630.4,16967.7
82.2,24.06,4.92,28525.1,19053,20289.4
28.48,31.12,4.918,37127.8,22000.4,14508.8
60.72,22.09,4.923,39370.6,22045.3,20345.3
64.66,13.91,0.087,43831.9,27184.2,25792.8
62.74,22.78,4.919,43009.3,27089.8,32238.3
82.1,8.43,0.081,22351.3,17950.3,10493.2
92.1,25.14,4.916,34981.9,22865.9,14192.4
33.43,25.11,4.924,33880.1,23086.1,17384.9
85.6,19.14,0.068,43876.7,26530,25634.3
80.6,7.71,0.089,32433.4,18277.2,16082.9
54.32,24.05,0.081,35209.1,21775.5,13025.7
89.6,13.53,0.07,23895.6,11866.8,15569.5
58.11,19.21,0.076,36296.1,21750.3,19269.8
24.15,35.22,4.923,43196.8,27729.1,30752.1
89.1,16.32,4.919,30845.9,19133.1,18411
52.74,12.38,0.078,22108,19091.7,10141.7
64.5,20.62,0.073,32377.5,17046.8,19118.5
63.89,17.78,4.918,39212.3,33169.8,17083.4
51.95,22.36,0.078,36340.1,22273.6,19714
74.5,18.62,4.923,47313.8,28777.7,26363.1
37.33,16.83,0.09,43339.7,26859.6,24763.4
53.97,15.22,0.086,39920.9,33352.6,15886.7
65.74,6.442,0.088,20764.1,13061.4,10350.6
68.1,10.52,0.086,37475.3,32200.1,16341.9
83.2,11.75,0.086,32547.5,25211.4,8948.86
83.9,14.78,0.069,25048.9,13864.8,15936
63.7,28.26,4.908,35446.6,22583.5,27004.5
63.13,14.04,0.092,40225.1,34273.1,16042.3
63.21,20.79,0.071,30326.2,24709.1,13116.1
67.99,26.08,0.064,40614.1,28435.1,27566.1
59.33,15.73,0.076,30094.2,18331.9,17332
52.22,24.53,4.917,44069.7,24397.1,18488
81.9,21.83,4.916,33720.8,21648.6,25308.6
87.2,15.27,0.067,24794.7,13861.1,16546.9
68.79,16.33,0.074,35822.3,22748.8,20543.2
71.1,17.43,0.073,35307.6,21545.1,16484.5
72.7,25.54,0.262,37427.3,22909.8,16597.5
59.99,24.58,4.918,34885,19713.9,14867.7
86.5,8.43,0.088,23131.1,14535,15209.6
73.4,16.22,0.074,33295.2,20078.6,18507.6
65.41,18.17,4.924,23307,14452.4,12577.5
62.85,21.35,0.271,36057.3,21023.7,17709.5
41.86,23.16,0.078,23946.5,14288.5,15099.6
81.8,20.4,0.067,24565.8,13505.6,11277.8
47.36,15.08,4.92,31968,17491.5,16519.4
64.91,20.48,0.079,37078,21804.3,21448.4
89.5,22.36,4.919,25827.3,15247.7,16196.6
69.94,17.03,0.075,40016.2,24342.2,26414.5
86.5,17.35,0.072,40834.7,23235.4,24480
89.4,20.28,0.067,39099.3,24399.2,23701.7
52.71,19.23,2.461,38560,29882.2,16493.5
88.2,10.17,0.083,22954.2,12530.5,13842.6
42.21,26.01,0.279,35885.3,22082.7,14832.4
81.2,16.93,0.07,35527.2,20298.6,18624
73,10.07,4.918,33156.9,27334.7,14434.7
63.59,27.27,4.925,37686.1,23284.1,21836.2
82,21.4,4.925,46933.8,28077.8,21057.2
83.5,26.51,4.907,31133.4,21676,22034.9
41.79,20.63,0.083,30184.6,25326.4,13717.6
46.68,24.72,0.073,31399.9,18739.3,17344.1
69.52,12.99,0.082,29644.6,19105.2,19361.9
75.1,20.77,4.923,33993.4,21094.7,17145.9
78.7,20.92,0.066,25799.2,14336.4,14072.1
86.2,18.12,4.914,25920,17073.9,8421.16
80,16.37,0.069,35626.4,16790.2,19240.7
89.8,26.13,4.908,41272.5,28781,27770.8
62.03,23.25,4.905,35689,25412.7,24805.4
70.1,13.94,0.085,41711.2,24496,24933
80.6,12.92,0.082,43114.2,23762.2,25472.9
53.57,25.84,4.92,35315.4,22027.2,17501.5
82.8,24.04,4.916,22408.5,15098.7,14375.9
85.8,9.2,0.08,21274.5,16738.9,9767.11
68.78,19.49,0.07,30036.9,23943,17418.8
50.97,21.96,0.085,33254.8,20608.5,16281.3
53.1,22.12,0.075,32320,23742.1,17395.7
78.8,17.18,3.789,21176.7,13248.3,10598.9
67.25,15.53,0.072,23312.5,17298.6,7496.76
79.9,12.86,0.085,33836.9,20004.9,16403.2
65.32,11.87,0.082,21098.1,16875.1,8603.12
86.8,14.9,0.074,23267.7,17233.9,10519.5
70.2,17.35,0.081,21013,13136.8,11689.1
56.04,16.15,4.918,39183.8,23668.1,24294.9
45.24,9.42,0.085,38184.4,23069.9,24174.6
62.97,13.05,0.089,31714.1,25494.9,9824.73
29.58,29.09,4.922,36097.7,22851,13294.1
82.3,23.86,4.918,28416.4,18277.5,19007.4
63.95,11.82,0.075,36471.8,21808.5,21710.3
89.8,13.74,0.066,22010.8,11335.2,11997.1
69.44,20.47,4.911,25610.6,16067.1,16665.4
77.7,26.35,4.907,31977.3,24261,26422.6
66.32,14.27,0.076,34541.6,20436.6,15416.1
46.58,10.63,0.084,21679.3,12875.4,13968.7
43.1,29.96,4.927,33341.7,21729.1,24492.1
88.2,18.44,0.279,26121.7,15834,11928.5
64.15,23.26,0.069,34165.8,21794.6,18615.1
85.6,19.96,0.069,22849.3,14807.9,11366.4
88.8,8.51,0.073,34688.1,21293.6,21627.5
67.92,20.83,0.268,26684.6,15601.2,12843.8
73.2,18.97,0.08,33363.4,18586.6,18164.4
66.68,6.25,0.086,22246.8,13174.5,14206.1
69.55,19.76,0.073,30603.1,24850.4,18002.9
67.87,22.27,4.905,31281.3,20794.9,23106.3
48.58,24.13,4.917,45386.8,25237.3,19439.3
49.5,17.82,0.085,33065.1,18240.7,16892.1
73.4,20.91,4.92,34446.7,21076.2,17594.8
65.86,27.87,4.904,30097.8,22588.4,22600.6
61.94,21.15,0.072,29963.1,24270.2,16366.3
49.35,14.32,0.081,37397.5,24605.5,19153.7
58.31,22,0.071,30886.2,25382.2,17245.3
86.4,20.99,4.914,27261.5,15208.3,18178
46.99,22.43,4.931,24887.8,13943.5,12537.9
52.17,13.22,0.08,43346.4,25480.9,24666.7
61.17,20.45,0.091,36221.7,20789.8,18932.4
83.3,15.18,0.079,35671.9,22147.1,21744.6
71.6,12.65,0.085,36583.3,22748.9,22039.5
59.15,14.86,0.088,29371.9,23834.3,9329.17
86.2,13.6,0.074,45261.6,23590.6,29381.8
60.73,11.46,0.085,35076.5,22103.3,17361
52.42,13.2,0.082,32819.7,20524.4,14841.3
81.6,15.33,0.081,31683.7,25631.2,9404.08
63.82,11.22,0.085,21298.5,17494.2,8535.9
38.4,26.36,0.079,30820.7,17933.1,17524.9
59.32,24.16,4.92,35426.5,21551.4,13391
68.12,21.9,0.29,41963.9,25473.2,20245.3
51.35,24.03,0.301,28213.8,16664,13326.3
54.15,12.28,0.084,31464.6,26286,13827.5
59.91,12.51,4.922,23095.1,11919.5,11340
59.43,29.59,4.921,35491.3,23157,25407.9
47.9,22.86,4.916,32059.9,20787.8,15381.3
83.3,24.61,4.923,44472.6,27303.8,34861.3
72.6,28.01,4.915,34732.2,22063.3,29926.7
66.57,16.83,0.079,19250.4,11472.4,11706.6
86.6,8.61,0.086,24888.2,18996,7663.87
39.19,27.56,4.909,40089.9,27085.5,26819.8
42.17,17.97,0.087,35131.1,21724,16516.6
48.72,21.71,4.902,25117.7,16718.9,18297.2
89.7,14.11,0.07,23536,14231.4,11950.5
32.24,30.47,4.923,43190.4,27600,32969.4
43.12,28.43,4.926,47783.1,30854.4,40555
67.18,13.07,0.086,26029.4,16479,17123.9
87.4,11.24,0.088,24804.8,15841.5,10579.4
70.3,19.81,0.069,21550.8,17338,7674.22
79.3,18.74,4.915,40027.5,23905.2,24782.8
62.77,25.1,4.919,30050.2,20984.8,18918.8
52.91,21.72,0.07,31148.1,20221.7,17921.3
80.8,10.46,0.087,36808.1,23456.5,22577.3
93.3,17.58,0.094,25094.4,16401.7,11928.5
89.5,25.54,4.916,25776.5,14867.1,19286.4
77.1,16.14,0.079,34795.6,21622,20183.3
72.3,15.25,0.069,40508.4,23894.2,25399.5
49.1,18.28,0.074,35859.1,21863.4,16699.4
69.44,16.97,0.082,22816.8,14334,12288
85.4,15.66,0.067,34560,15851.7,22475.6
24.64,36.37,4.906,43617.8,30489.9,33499.6
66.89,20.97,4.917,42847.1,24322.4,18569.7
89,9.89,0.093,23426,15629.3,10753.5
87.5,8.63,0.089,23910.1,14458.5,11549
79.1,18.83,0.066,22584.6,16386,10895.4
37.48,27.35,4.925,34649.2,21102.3,12943.8
86.1,11.84,4.922,22006.2,16099.6,11057.3
54.48,26.54,4.907,49684,33129.1,40253.7
85.2,12.84,0.072,22203.1,15883.9,12589.9
50.84,26.16,4.923,35176.9,21577.7,17105.1
84.3,10.97,0.082,23370.9,13719.5,14510.3
90.6,10.58,0.078,28470.5,17613.4,17615.8
85.2,16.3,0.072,21926.2,17564.9,10600.5
59.18,14.91,0.082,23586.3,18082.8,10643
51.64,14.78,4.92,42679.1,24168.3,25200
38.78,29.31,0.269,36229.4,22554.3,14732.4
80.2,25.47,4.916,37947.1,28754.4,37301.4
49.82,12.76,0.083,21709.4,13546.5,13578.8
70.6,21.89,4.922,35139.1,23130.7,16889.4
49.77,13.47,0.079,38059.3,32859.2,16439.9
57.92,14.42,4.927,32166.2,24125.2,10236.1
76.7,12.22,0.087,30455.5,17094.5,14370.9
71.5,25.65,4.906,49218.3,33227.8,39042.7
65.44,18.05,0.077,19628.1,12040.9,10657.2
72.1,13.85,0.072,41808.8,24222.5,25060.3
85.8,14.99,0.066,23399.6,13868.4,12328.7
89.9,13.99,0.068,34157,18557.2,19525.8
84.2,10.25,0.072,27585.8,15877.2,16510.1
81.3,16.43,0.071,36519.3,17230.1,18833.5
35.55,27.14,0.27,37573.8,23471.1,14714.8
65.91,23.55,4.907,35423,23420.9,25152.6
69.48,22.98,0.069,38183.8,20829.1,18550.2
64.43,21.68,0.088,47126.1,28669.3,20157.1
58.04,15,0.082,24010.2,13152.6,12232
48.29,26.54,4.924,39733.2,26673.4,34547.9
57.91,15.11,0.083,23717.3,14199.4,14634.5
61.05,13.74,0.081,37121.4,21680.5,22825.2
69.32,23.49,4.92,44865.3,26241.6,23641.9
70.5,20.76,0.071,29070.8,21614.9,9559.52
89.3,19.23,0.083,36400.2,24901.2,12144.4
41.61,26.18,4.928,38760.1,26420.3,24490.5
70.2,17.07,4.922,25163.4,12936.8,13611.3
66.07,21.02,4.92,38475.5,23814.2,20836.3
65.02,16.76,0.08,29819,23000.6,17054.2
59.11,16.27,0.083,30619,25553.9,9404.08
74.7,19.29,4.922,40427,24776.5,24415.9
47.4,13.74,0.083,42547.1,24189.7,25286.1
84.6,12.96,0.077,21034.9,13951.4,14214.9
77.8,15.08,0.083,35463.1,22209.1,17465.2
82.1,18.5,4.923,38022.3,22729.4,22981.7
86,12.21,0.078,39622.8,33746.5,15661.9
78.2,22.99,4.919,41699.6,26214.1,30430.5
85.5,22.82,4.915,36012.7,22453.2,13026.2
49.76,25.3,0.079,36072.5,21771.8,13037.3
90.7,18.94,4.916,22737.8,13909.6,10762.1
64.89,18.37,0.08,24651.5,14961,16189.8
67.65,21.42,4.918,29461.7,22078,12313.7
66.28,25.64,4.922,30351.3,17191.7,20801
83.7,13.14,0.078,27954.4,18131.7,13680
86.3,13.53,0.08,25938.4,16382.9,11647.7
63.07,10.47,0.085,22794.9,12731.7,10318.1
68.06,16.58,0.073,38383.7,22931.7,18040.6
84.5,13.48,0.086,24503.3,13116.9,16942.5
68.01,18.14,0.072,34861.5,27721.5,19176.9
88,18.73,0.069,26086.8,16421.1,16003.2
49.2,15.74,4.916,29896.9,17143.9,16287.1
89.3,12.58,0.081,32280.5,20220.7,14446.5
52.13,23.01,0.078,30892.3,26077.7,10907
59.91,23.7,0.082,29499.3,19021.6,13002.8
80.3,21.22,0.267,30303.7,17266.5,16432.8
82.3,15.16,0.082,22196.9,17479.3,10056.9
74.8,21.13,4.92,22039.6,11952.6,10031.5
86.5,9.13,0.087,27047.9,21393.1,8464.83
81.7,12.66,0.07,42366.6,23059.8,27098.7
63.68,16.01,0.074,35775.2,21235.3,16412.5
40.65,28.52,4.953,27200.7,14968.8,14938.3
75.9,21.14,4.918,35353.2,22473.1,17431.6
77.8,21.19,4.929,31916.1,20474.3,15187
93,21.92,4.914,34381.6,22442,12690.8
65.28,20,0.082,44401.6,24039.9,26389.7
52.69,24.43,4.912,33564.9,23088.6,29794.1
67.56,23.19,0.288,40957.2,25495.6,23316.5
69.11,21.04,0.074,31427.7,26308.3,17233.7
65.35,21.78,0.07,35227.3,21035.3,19233
66.74,16.32,0.081,25396.1,16317.3,12346.2
59.65,13.4,0.076,33618.3,28867.8,14359.7
74.9,20.4,4.918,24830.4,13625.4,11014
79.5,26.65,4.921,36733.6,22261.5,17508.7
68.98,15.19,0.081,30190.8,24709.1,13630.8
89.6,10.47,0.075,31716.8,19185.4,19329.7
76.7,22.98,4.908,30375.5,20681,24757.2
93.3,17.79,0.103,24999.9,16465.1,11881.8
35.73,14.59,0.078,41395.4,25097.9,24144.6
87.5,19.5,4.919,35781.2,22168.4,21885.7
71.5,23.19,4.925,30698.8,20851.6,13526.3
62.55,18.51,4.919,35378.5,29912,14845.3
84.8,20.91,0.07,44185.4,26685.7,26171.1
48.39,22.2,0.087,33791.2,20001.6,18338.9
92,25.61,4.91,26249.2,17456.4,16413.3
50.55,11.64,0.086,20937.7,13043.2,11115.2
59.59,23.67,4.927,37057.7,22370.9,12673.2
90.1,19.51,0.317,24135.9,15163.4,10631.6
53.42,24.44,0.089,34887.7,22824.9,13340.8
73.4,24.36,4.916,38215.6,23748,31677
40.62,32.05,0.067,37519.7,25834.2,31270.3
55.29,24.39,4.917,30758.3,20768.4,26185.1
65.01,13.53,0.083,32596.2,25598,9496.28
92.6,24.11,4.921,27815.5,17426,16190.6
55.42,23.93,4.922,32188.2,22215.8,20367.6
62.72,13.94,0.082,38904.9,33551.4,16411
87.4,13.67,0.083,21421.5,16743,7922.89
17.14,33.21,4.904,40217.7,28632.7,26181.8
90,24.32,4.918,29816.5,18889.5,18140.7
74.1,21.44,4.919,44213.1,25570.5,19733.4
79.2,13.97,0.083,27619.8,22236.3,11490
86.9,13.27,4.915,23405.5,18515.4,10738
72,13.48,0.075,23717.3,14633.4,14657.6
61.35,14.96,0.083,41275.9,23385.4,24480
75,20.25,0.072,31101.5,23463.2,17031.3
71.2,12.96,0.074,25509.4,14297.6,14905.2
42.68,21.51,0.086,36457.3,21435,19432.7
69.96,23.56,4.957,35968.1,22704,13620.4
62.12,9.74,0.085,22892.9,12793.9,14098.1
44.15,21.05,4.919,44945.8,25862.4,21533.8
77.9,23.23,4.911,29099.8,17924.1,22407.4
69.4,10.13,4.916,26443.1,21068.2,8443.37
40.03,16.15,0.088,30724.1,19767.1,14585.8
47.41,13.32,0.087,25051.1,15713.1,12017.3
62.34,21.05,0.073,29163.1,21339.7,17690.6
63.72,15.21,0.083,38217.5,33109.5,16359.2
60.37,24.41,0.072,40841.3,23444.9,21893.9
62.62,13.9,0.081,22265.1,13119.8,13777.7
65.3,16.7,0.079,27181.7,15631.8,17978.2
85,16.24,0.085,29975.4,25505,14596.6
49.62,20.64,0.082,31686.4,17955.1,15005.5
59.51,24.78,4.924,33452.1,20548.6,16306.4
67.93,27.29,4.908,39331.3,27573.4,24877.7
88.1,13.25,4.923,23598,14026.1,12328.7
59.03,22.41,4.925,34843.6,19859.8,14216.2
91.1,18.5,0.076,45059.1,28706.6,19521
47.83,15.65,4.917,29909.1,17323.2,16484.5
70.4,12.92,0.083,19631.9,14415.5,8637.7
43.51,26.02,4.93,29800.4,17274,15385.5
77.9,16.8,0.075,38916.9,32995,20310.4
51.89,10.05,0.085,20440.7,12714.9,10553.2
67.29,15.07,0.087,39111.8,32479.9,15581.3
78.2,21.88,0.067,37293.8,22651.6,20659.2
75.7,5.921,0.081,27335.7,17872.3,18442.4
90.3,14.3,0.068,23350,10246.4,12480
83.4,9.39,0.085,23946.9,14286.6,14458.1
78.6,10.44,0.091,32299.7,20093.6,15608.7
78,21.03,4.915,38255.6,21847,18027.2
71.1,26.67,4.923,37653.7,25219,25100.6
79.6,22.46,4.908,21623.9,12668.4,15960.5
75.6,21.86,0.068,30745.4,14602.1,14450.2
70.7,21.16,4.921,37312.8,24024.9,28569.6
74.8,10.11,0.083,23137.2,13914.9,14556.1
39.03,25.99,0.071,35869.7,22767.6,19359.5
86.6,14.34,4.913,20962.7,11429.3,10451.6
54.01,18.16,0.083,30294.9,17299.7,16353.8
58.98,17.61,0.083,28873,22394.6,10326.1
82.2,17.62,4.919,28628,17015.8,13196.8
90.4,14.25,0.068,21899.2,10987,12253.1
54.92,16.2,0.083,30734.6,27070.9,9196.64
51.36,25.7,4.913,41104.6,30246.8,37271.3
66.72,19.49,4.915,24142.3,17468.6,9607.84
47.91,17.18,0.088,39742.8,23795.7,21617.3
67.27,9.24,0.084,27785.3,16891.2,13353.3
67.82,16.8,0.076,34118.8,21161,17036.1
66.76,19.98,0.195,41505.1,23415,20857.2
86.6,20.68,0.221,30967.9,20311.6,9594.16
92.7,7.76,0.087,32249.4,22781.2,11271.1
62.39,27.51,4.904,50041.2,34074.7,46266.8
85,19.01,0.076,31314.5,17253.1,11129
90.2,17.96,4.914,25743.5,14930.3,11724.3
40.66,31.71,4.926,34713.1,22963.3,25444
58.86,12.95,0.085,33089.6,19904,16215.9
90.9,11.23,0.079,32570.8,19951.4,20035.5
60.71,24.42,4.923,27660.6,20689.8,15863.3
48.49,22.82,4.922,35197.2,19171.3,15420.8
87.4,21.97,4.921,28883.1,18148.3,17659.2
53.65,22.67,0.071,35126.6,21533.1,17985.4
73.9,11.54,4.915,22566.1,13327.7,15498.8
52.57,16.75,4.917,40101.3,24113.1,24855.9
58.72,30.91,4.906,38310.7,27110.1,31589.6
49.02,16.87,4.916,31844.1,17686.3,16840.5
87.8,15.84,0.069,34073.8,28223.6,17453.5
42.04,22.43,0.073,32823.9,21134.4,18437.8
43.11,28.94,0.07,40307.2,27594.9,26121.6
88.3,20.49,0.075,46842.5,29158.5,19486
64.48,18.09,4.919,23739.3,14879,12583.4
78.5,17.95,0.075,33623.8,20283.9,18722.9
90,21.97,0.287,26977.7,16854.9,11520
83.6,6.244,0.084,20678.3,16967.2,9772.87
62.09,23.12,0.272,47462.7,29215.4,22334
41.99,20.64,0.079,31267.7,26862.4,14608.2
85.1,17.3,4.917,29863.9,19159.1,17868.8
69.77,17.04,0.085,42304.1,22476.2,27275.6
61.72,25.09,4.926,35725.9,22574.7,13200.7
29.15,28.4,4.92,41718.7,26139.3,24073.8
73.2,18.13,0.077,20824.6,16051.2,9027.47
69.32,23.07,0.069,37878.7,21005,18851.4
89.4,9.9,0.067,24792.5,16145.1,10956.8
88.5,10.09,0.1,22863.1,12463.2,13644.5
79.9,24.22,0.312,38841.8,23890.2,21663.2
82.7,19.76,4.912,28946.5,19747.6,8125.19
89.2,15.02,0.07,23446.2,18952.1,12173.5
26.95,30.77,4.919,35274.4,22211.4,23503.9
93.2,18.09,0.068,25075.5,17350.2,9477.45
72.1,21.69,4.92,35214.7,22131.3,17670.6
79.9,16.67,0.069,23672.4,12867.6,14237.1
32.72,35.3,0.068,35044.8,23931.6,24112.5
25.85,34.32,4.923,38648.8,26126.6,32378.9
62.73,16.51,0.077,18910.4,11160.4,10208.3
44.65,29.58,4.92,37622.2,24709.6,25098.4
65.88,13.02,0.083,45028.9,27621.9,26405.8
58.53,19.53,0.098,29631.9,17637.8,8572.89
73.2,17.09,0.072,36613.7,21220.7,16950.4
56.48,13.22,0.084,38898.9,33256.8,16497.5
43.68,17.4,4.92,30861.5,23924.4,11340.7
63.66,15.07,0.08,24229.8,12791.5,14240.8
33.54,28.83,4.904,35857.8,26074.3,23672
58.25,24.44,4.903,33341.7,23058.2,30818.4
67.21,19.34,0.073,22806.2,17951.7,10774
90.7,9.86,0.081,23272.9,12662.2,14283.9
26.95,34.93,4.929,41736.1,29324.1,31300.4
54.74,25,0.073,35857,22483.2,19282.7
83.2,15.42,0.077,40251.8,21768.6,27392
77,16.39,0.081,23665,12589,15271
73.9,13.94,0.075,33224.2,19993.9,15991
75.6,20.38,4.919,27685,16282.3,13496.9
55.47,16.09,0.078,44070.1,25631.7,25414.8
83.5,22.17,4.917,29232.3,18576.3,21693
66.78,23.91,0.068,32945.2,20406.2,18219.3
58.33,16.52,0.081,27817.6,23139.2,16463.8
81.2,8.54,0.082,21922,13335,14070.4
72.3,27.81,4.927,39297.1,25272.2,26651.3
54.54,13.3,0.076,32413.7,28536.4,14077.3
82.6,12.64,0.085,24094,12809,16093.1
47.38,24.63,0.073,31122.9,18635.3,17239.2
43.35,23.93,4.921,32304.4,18018.7,13838.1
58.91,12.45,0.081,32261.6,26168.8,9409.84
57.03,12.18,0.087,44397,27705.8,26596.6
42.95,29.32,0.073,39815,26659.8,26043.4
44.6,30.29,4.917,34247.4,22636.7,25064.4
89.9,18.5,4.916,27124.2,16447,11949.5
90.6,11.42,0.08,24939.6,14590.2,15387.1
88.3,12.62,0.073,27599,15735.4,16594.8
76,13.39,4.913,30111.9,18714.9,14553.4
87.1,11.22,0.073,33175.1,17751.2,21721.9
22.31,35.66,4.908,42112.4,30224.1,32137.9
85.8,9.4,0.084,27327.8,22129.5,11639.9
57.1,25.38,0.078,34852.5,20084.4,15915.3
65.77,16.76,0.079,24082.6,12996.7,11106.5
70.4,18.38,0.071,43826.4,24806.2,25809.2
90.3,9.98,0.076,24614.2,13783.6,14900.7
41.84,21.95,0.086,36792.1,24320.2,18501.8
80.2,20.4,0.074,25061.7,13995.8,12423.9
71.6,16.04,0.074,22174.9,18602,6534.45
71.9,15.26,0.076,23164,12783.3,16128
58.39,20.62,4.912,44339.7,26454.9,25560
80.7,17.69,4.922,39072.2,29744.8,17367.5
89.6,14.14,0.09,23436.8,13597.1,11613.1
59.75,26.04,0.262,35808.8,21117.3,17656.5
70.4,16.06,0.07,23647.1,19025.5,6672.75
36.68,34.48,4.908,42960.8,29377.2,32879
78,21.6,4.917,41858.5,22636.6,28634.6
67.99,13.74,0.084,36500.3,22333.1,21783.8
87.2,20.75,0.065,44516,26966.3,26637.8
82.6,23.55,0.273,46105.5,27490.2,23475.4
