date,WeekStatus,Day_of_week,Load_Type,Usage_kWh,Leading_Current_Power_Factor,Lagging_Current_Power_Factor,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Reactive.Power_kVarh
01/10/2018 23:30,Weekday,Monday,Light_Load,3.17,100.00,45.99,0.00,6.12
09/03/2018 15:15,Weekday,Friday,Maximum_Load,45.58,100.00,99.54,0.04,4.39
15/03/2018 04:15,Weekday,Thursday,Light_Load,4.03,100.00,53.89,0.00,6.30
27/03/2018 20:30,Weekday,Tuesday,Medium_Load,34.81,99.85,99.51,1.91,3.46
20/09/2018 12:45,Weekday,Thursday,Medium_Load,3.67,31.99,100.00,10.87,0.00
21/11/2018 18:15,Weekday,Wednesday,Maximum_Load,74.27,100.00,91.00,0.00,33.84
16/06/2018 00:45,Weekend,Saturday,Light_Load,4.03,100.00,54.75,0.00,6.16
10/04/2018 08:45,Weekday,Tuesday,Light_Load,110.74,100.00,81.14,0.00,79.78
28/09/2018 18:45,Weekday,Friday,Medium_Load,38.12,100.00,91.46,0.00,16.85
07/07/2018 05:00,Weekend,Saturday,Light_Load,3.13,100.00,46.86,0.00,5.90
15/01/2018 18:45,Weekday,Monday,Maximum_Load,72.83,100.00,89.13,0.00,37.04
22/11/2018 17:45,Weekday,Thursday,Maximum_Load,32.94,99.45,100.00,3.46,0.07
08/10/2018 14:15,Weekday,Monday,Maximum_Load,109.33,100.00,87.09,0.00,61.70
14/11/2018 23:45,Weekday,Wednesday,Light_Load,4.72,100.00,64.58,0.00,5.58
16/06/2018 12:15,Weekend,Saturday,Medium_Load,3.56,32.27,100.00,10.44,0.00
28/02/2018 02:15,Weekday,Wednesday,Light_Load,4.10,100.00,69.77,0.00,4.21
17/02/2018 23:30,Weekend,Saturday,Light_Load,3.06,100.00,70.25,0.00,3.10
20/04/2018 17:30,Weekday,Friday,Medium_Load,124.70,100.00,92.70,0.00,50.47
09/10/2018 16:15,Weekday,Tuesday,Maximum_Load,93.06,100.00,90.18,0.00,44.60
29/01/2018 20:00,Weekday,Monday,Maximum_Load,74.34,100.00,92.49,0.00,30.56
01/07/2018 18:00,Weekend,Sunday,Light_Load,3.06,17.58,100.00,17.14,0.00
09/11/2018 23:30,Weekday,Friday,Light_Load,4.82,100.00,58.00,0.00,6.77
28/01/2018 11:45,Weekend,Sunday,Maximum_Load,28.22,100.00,95.03,0.00,9.25
23/02/2018 20:15,Weekday,Friday,Medium_Load,50.58,100.00,98.67,0.07,8.32
18/06/2018 18:30,Weekday,Monday,Medium_Load,43.34,100.00,79.20,0.00,33.41
16/04/2018 12:00,Weekday,Monday,Maximum_Load,59.40,100.00,79.90,0.00,44.71
09/03/2018 11:45,Weekday,Friday,Maximum_Load,49.64,100.00,87.34,0.00,27.68
11/07/2018 01:15,Weekday,Wednesday,Light_Load,3.35,100.00,61.64,0.00,4.28
26/12/2018 09:00,Weekday,Wednesday,Light_Load,51.08,100.00,97.01,0.00,12.78
25/03/2018 04:15,Weekend,Sunday,Light_Load,3.24,100.00,65.48,0.00,3.74
26/11/2018 16:15,Weekday,Monday,Medium_Load,64.22,100.00,92.66,0.00,26.06
14/06/2018 14:30,Weekday,Thursday,Maximum_Load,74.45,100.00,96.37,0.00,20.63
27/08/2018 11:15,Weekday,Monday,Maximum_Load,54.94,100.00,83.59,0.00,36.07
15/04/2018 07:15,Weekend,Sunday,Light_Load,3.10,100.00,62.03,0.00,3.92
10/10/2018 04:00,Weekday,Wednesday,Light_Load,2.88,100.00,50.44,0.00,4.93
04/04/2018 01:45,Weekday,Wednesday,Light_Load,3.60,100.00,61.55,0.00,4.61
14/09/2018 03:45,Weekday,Friday,Light_Load,3.35,100.00,59.71,0.00,4.50
27/10/2018 04:30,Weekend,Saturday,Light_Load,3.13,100.00,45.53,0.00,6.12
20/07/2018 23:30,Weekday,Friday,Light_Load,3.10,58.66,100.00,4.28,0.00
19/01/2018 08:30,Weekday,Friday,Light_Load,66.92,100.00,80.13,0.00,49.97
02/08/2018 23:15,Weekday,Thursday,Light_Load,2.84,100.00,45.10,0.00,5.62
02/01/2018 08:45,Weekday,Tuesday,Light_Load,52.06,100.00,82.75,0.00,35.32
13/08/2018 13:00,Weekday,Monday,Medium_Load,4.97,33.52,100.00,13.97,0.00
29/10/2018 23:30,Weekday,Monday,Light_Load,3.64,100.00,50.03,0.00,6.30
27/02/2018 07:30,Weekday,Tuesday,Light_Load,4.32,100.00,78.40,0.00,3.42
14/08/2018 17:15,Weekday,Tuesday,Medium_Load,105.48,100.00,94.02,0.00,38.23
15/05/2018 07:00,Weekday,Tuesday,Light_Load,2.92,100.00,53.51,0.00,4.61
28/05/2018 22:45,Weekday,Monday,Medium_Load,3.64,100.00,58.86,0.00,5.00
29/04/2018 09:30,Weekend,Sunday,Light_Load,3.13,18.38,100.00,16.74,0.00
07/07/2018 21:15,Weekend,Saturday,Medium_Load,3.10,17.95,100.00,16.99,0.00
08/01/2018 02:45,Weekday,Monday,Light_Load,3.38,100.00,58.55,0.00,4.68
04/02/2018 02:15,Weekend,Sunday,Light_Load,6.01,100.00,61.68,0.00,7.67
07/06/2018 17:15,Weekday,Thursday,Medium_Load,45.65,100.00,92.65,0.00,18.54
10/11/2018 09:15,Weekend,Saturday,Medium_Load,45.14,100.00,96.44,0.00,12.38
22/11/2018 07:00,Weekday,Thursday,Light_Load,3.10,100.00,73.26,0.00,2.88
05/07/2018 04:00,Weekday,Thursday,Light_Load,3.06,100.00,51.90,0.00,5.04
24/03/2018 11:00,Weekend,Saturday,Maximum_Load,32.54,99.19,100.00,4.18,0.29
21/03/2018 16:45,Weekday,Wednesday,Maximum_Load,80.53,100.00,89.77,0.00,39.53
29/06/2018 18:00,Weekday,Friday,Medium_Load,25.56,93.82,100.00,9.43,0.00
22/06/2018 09:00,Weekday,Friday,Light_Load,55.01,100.00,82.47,0.00,37.73
05/04/2018 04:45,Weekday,Thursday,Light_Load,3.06,100.00,63.63,0.00,3.71
29/07/2018 00:45,Weekend,Sunday,Light_Load,2.63,100.00,53.62,0.00,4.14
02/12/2018 13:15,Weekend,Sunday,Light_Load,3.78,23.56,100.00,15.59,0.00
06/07/2018 05:30,Weekday,Friday,Light_Load,3.24,100.00,47.21,0.00,6.05
13/05/2018 09:30,Weekend,Sunday,Light_Load,3.20,18.54,100.00,16.96,0.00
20/07/2018 03:00,Weekday,Friday,Light_Load,2.84,54.32,100.00,4.39,0.00
21/01/2018 22:15,Weekend,Sunday,Light_Load,4.68,28.63,96.77,15.66,1.22
10/05/2018 09:30,Weekday,Thursday,Medium_Load,57.20,100.00,90.67,0.00,26.60
01/05/2018 08:00,Weekday,Tuesday,Light_Load,2.84,100.00,54.32,0.00,4.39
11/01/2018 05:15,Weekday,Thursday,Light_Load,4.57,100.00,71.25,0.00,4.50
23/10/2018 18:30,Weekday,Tuesday,Medium_Load,125.28,100.00,84.14,0.00,80.46
09/02/2018 18:45,Weekday,Friday,Maximum_Load,71.10,99.99,96.96,0.94,17.93
04/05/2018 05:00,Weekday,Friday,Light_Load,3.06,100.00,64.76,0.00,3.60
30/10/2018 08:30,Weekday,Tuesday,Light_Load,66.46,100.00,75.79,0.00,57.20
24/08/2018 18:15,Weekday,Friday,Medium_Load,38.09,99.99,87.45,0.50,21.13
10/03/2018 21:15,Weekend,Saturday,Medium_Load,4.18,15.36,100.00,26.89,0.00
01/11/2018 23:15,Weekday,Thursday,Light_Load,3.60,100.00,46.20,0.00,6.91
22/05/2018 23:45,Weekday,Tuesday,Light_Load,3.06,100.00,52.74,0.00,4.93
17/06/2018 20:45,Weekend,Sunday,Light_Load,2.95,16.79,100.00,17.32,0.00
03/02/2018 18:45,Weekend,Saturday,Maximum_Load,41.98,100.00,99.36,0.29,4.79
28/07/2018 00:00,Weekend,Saturday,Light_Load,2.66,100.00,55.76,0.00,3.96
28/07/2018 08:30,Weekend,Saturday,Light_Load,42.44,100.00,73.74,0.00,38.88
23/08/2018 09:45,Weekday,Thursday,Medium_Load,52.67,100.00,86.21,0.00,30.96
26/03/2018 21:00,Weekday,Monday,Medium_Load,35.17,99.03,99.70,4.93,2.74
30/03/2018 04:45,Weekday,Friday,Light_Load,2.99,100.00,61.34,0.00,3.85
10/05/2018 09:45,Weekday,Thursday,Medium_Load,76.97,100.00,88.94,0.00,39.56
22/10/2018 09:30,Weekday,Monday,Medium_Load,48.38,100.00,90.85,0.00,22.25
13/11/2018 14:15,Weekday,Tuesday,Medium_Load,66.38,100.00,91.26,0.00,29.74
17/06/2018 05:45,Weekend,Sunday,Light_Load,2.77,100.00,54.33,0.00,4.28
09/03/2018 22:45,Weekday,Friday,Medium_Load,3.82,100.00,66.59,0.00,4.28
08/11/2018 00:30,Weekday,Thursday,Light_Load,3.64,100.00,49.61,0.00,6.37
27/05/2018 23:15,Weekend,Sunday,Light_Load,3.31,100.00,55.43,0.00,4.97
22/02/2018 19:45,Weekday,Thursday,Maximum_Load,99.47,100.00,92.77,0.00,40.03
07/12/2018 21:00,Weekday,Friday,Medium_Load,19.69,85.89,100.00,11.74,0.00
16/06/2018 03:00,Weekend,Saturday,Light_Load,2.92,100.00,50.43,0.00,5.00
18/02/2018 08:30,Weekend,Sunday,Light_Load,3.20,100.00,59.52,0.00,4.32
02/08/2018 16:15,Weekday,Thursday,Light_Load,2.92,17.32,100.00,16.60,0.00
03/10/2018 21:45,Weekday,Wednesday,Medium_Load,2.88,24.47,100.00,11.41,0.00
15/06/2018 06:30,Weekday,Friday,Light_Load,2.95,100.00,45.34,0.00,5.80
16/02/2018 13:15,Weekday,Friday,Light_Load,3.42,19.89,100.00,16.85,0.00
20/11/2018 11:15,Weekday,Tuesday,Maximum_Load,52.20,100.00,94.46,0.00,18.14
04/12/2018 14:00,Weekday,Tuesday,Medium_Load,56.12,100.00,86.77,0.00,32.15
09/02/2018 19:15,Weekday,Friday,Maximum_Load,39.42,99.90,99.99,1.80,0.68
24/05/2018 02:00,Weekday,Thursday,Light_Load,3.38,100.00,58.22,0.00,4.72
07/08/2018 21:30,Weekday,Tuesday,Medium_Load,15.52,79.23,100.00,11.95,0.00
09/02/2018 21:30,Weekday,Friday,Medium_Load,103.39,100.00,97.06,0.00,25.63
15/01/2018 13:30,Weekday,Monday,Medium_Load,146.27,100.00,88.54,0.00,76.79
28/07/2018 03:30,Weekend,Saturday,Light_Load,4.00,100.00,56.77,0.00,5.80
22/08/2018 07:00,Weekday,Wednesday,Light_Load,2.52,100.00,51.36,0.00,4.21
28/12/2018 13:30,Weekday,Friday,Medium_Load,56.12,100.00,96.60,0.04,15.01
13/09/2018 17:00,Weekday,Thursday,Maximum_Load,58.68,100.00,85.61,0.00,35.42
30/09/2018 00:15,Weekend,Sunday,Light_Load,3.02,100.00,48.54,0.00,5.44
21/04/2018 09:45,Weekend,Saturday,Medium_Load,36.43,99.99,99.63,0.47,3.13
24/10/2018 18:00,Weekday,Wednesday,Medium_Load,33.52,100.00,94.63,0.25,11.45
03/01/2018 18:45,Weekday,Wednesday,Maximum_Load,37.08,99.86,99.37,1.94,4.18
20/03/2018 23:30,Weekday,Tuesday,Light_Load,3.92,100.00,68.41,0.00,4.18
12/09/2018 15:15,Weekday,Wednesday,Maximum_Load,77.44,100.00,86.34,0.00,45.25
28/07/2018 01:30,Weekend,Saturday,Light_Load,3.38,100.00,50.87,0.00,5.72
12/12/2018 14:15,Weekday,Wednesday,Medium_Load,86.51,100.00,85.57,0.00,52.31
26/05/2018 11:00,Weekend,Saturday,Maximum_Load,35.60,99.94,99.27,1.26,4.32
17/11/2018 04:00,Weekend,Saturday,Light_Load,3.85,100.00,50.44,0.00,6.59
12/01/2018 19:00,Weekday,Friday,Maximum_Load,111.28,100.00,92.83,0.00,44.57
21/06/2018 23:45,Weekday,Thursday,Light_Load,4.14,100.00,56.28,0.00,6.08
28/10/2018 18:45,Weekend,Sunday,Light_Load,4.82,27.13,100.00,17.10,0.00
11/12/2018 21:15,Weekday,Tuesday,Medium_Load,6.77,31.78,100.00,20.20,0.00
23/06/2018 21:45,Weekend,Saturday,Medium_Load,2.84,16.28,100.00,17.21,0.00
22/09/2018 22:45,Weekend,Saturday,Light_Load,2.77,100.00,39.10,0.00,6.52
18/03/2018 07:30,Weekend,Sunday,Light_Load,3.10,100.00,68.69,0.00,3.28
28/10/2018 00:45,Weekend,Sunday,Light_Load,3.38,100.00,46.25,0.00,6.48
08/09/2018 15:30,Weekend,Saturday,Maximum_Load,34.70,100.00,97.49,0.00,7.92
28/05/2018 09:15,Weekday,Monday,Medium_Load,78.59,100.00,85.66,0.00,47.34
15/03/2018 05:30,Weekday,Thursday,Light_Load,3.46,100.00,53.46,0.00,5.47
27/01/2018 19:00,Weekend,Saturday,Maximum_Load,6.37,23.62,100.00,26.21,0.00
09/01/2018 05:45,Weekday,Tuesday,Light_Load,4.75,100.00,77.37,0.00,3.89
20/04/2018 15:30,Weekday,Friday,Maximum_Load,106.67,100.00,92.52,0.00,43.74
19/06/2018 06:45,Weekday,Tuesday,Light_Load,2.84,100.00,47.79,0.00,5.22
28/01/2018 23:00,Weekend,Sunday,Maximum_Load,4.00,100.00,80.10,0.00,2.99
11/02/2018 00:45,Weekend,Sunday,Light_Load,4.57,100.00,71.57,0.00,4.46
07/11/2018 13:15,Weekday,Wednesday,Medium_Load,30.64,98.85,96.19,4.68,8.71
16/09/2018 08:30,Weekend,Sunday,Light_Load,2.63,100.00,48.44,0.00,4.75
23/09/2018 09:00,Weekend,Sunday,Light_Load,2.81,23.62,100.00,11.56,0.00
31/07/2018 05:45,Weekday,Tuesday,Light_Load,3.28,100.00,62.47,0.00,4.10
01/10/2018 23:15,Weekday,Monday,Light_Load,3.28,100.00,45.55,0.00,6.41
19/08/2018 12:00,Weekend,Sunday,Light_Load,3.78,69.69,99.93,3.89,0.14
16/01/2018 00:45,Weekday,Tuesday,Light_Load,4.64,100.00,61.11,0.00,6.01
04/04/2018 10:30,Weekday,Wednesday,Maximum_Load,60.73,100.00,91.15,0.00,27.40
13/04/2018 13:15,Weekday,Friday,Maximum_Load,46.87,99.59,95.04,4.28,15.34
25/03/2018 05:30,Weekend,Sunday,Light_Load,3.06,100.00,68.66,0.00,3.24
12/05/2018 08:00,Weekend,Saturday,Light_Load,3.17,100.00,64.26,0.00,3.78
20/06/2018 23:45,Weekday,Wednesday,Light_Load,3.38,100.00,64.26,0.00,4.03
20/03/2018 23:00,Weekday,Tuesday,Medium_Load,3.92,100.00,63.10,0.00,4.82
27/03/2018 20:15,Weekday,Tuesday,Medium_Load,45.04,100.00,97.04,0.14,11.20
20/06/2018 21:00,Weekday,Wednesday,Medium_Load,7.60,32.18,100.00,22.36,0.00
09/09/2018 05:00,Weekend,Sunday,Light_Load,2.92,100.00,44.78,0.00,5.83
06/06/2018 23:00,Weekday,Wednesday,Medium_Load,2.99,100.00,46.33,0.00,5.72
09/05/2018 13:15,Weekday,Wednesday,Maximum_Load,45.43,98.73,89.78,7.31,22.28
02/02/2018 07:45,Weekday,Friday,Light_Load,7.81,100.00,84.37,0.00,4.97
14/09/2018 22:15,Weekday,Friday,Medium_Load,3.28,99.99,48.78,0.04,5.87
14/02/2018 15:00,Weekday,Wednesday,Light_Load,3.92,15.86,100.00,24.41,0.00
05/12/2018 07:15,Weekday,Wednesday,Light_Load,3.49,100.00,75.62,0.00,3.02
14/01/2018 22:30,Weekend,Sunday,Maximum_Load,4.61,100.00,73.84,0.00,4.21
01/08/2018 04:15,Weekday,Wednesday,Light_Load,3.24,100.00,60.00,0.00,4.32
20/10/2018 16:45,Weekend,Saturday,Maximum_Load,103.82,100.00,91.59,0.00,45.50
15/12/2018 00:15,Weekend,Saturday,Light_Load,4.14,99.99,76.73,0.07,3.46
20/08/2018 18:15,Weekday,Monday,Medium_Load,35.50,99.98,88.16,0.65,19.01
26/03/2018 22:30,Weekday,Monday,Medium_Load,4.93,100.00,63.17,0.00,6.05
07/04/2018 22:00,Weekend,Saturday,Medium_Load,3.31,18.74,100.00,17.35,0.00
14/03/2018 19:15,Weekday,Wednesday,Medium_Load,4.46,17.80,100.00,24.66,0.00
04/05/2018 22:15,Weekday,Friday,Medium_Load,3.71,24.66,93.22,14.58,1.44
30/06/2018 02:30,Weekend,Saturday,Light_Load,2.92,100.00,50.66,0.00,4.97
08/12/2018 03:45,Weekend,Saturday,Light_Load,3.38,100.00,76.12,0.00,2.88
18/10/2018 16:30,Weekday,Thursday,Maximum_Load,68.08,100.00,83.59,0.00,44.71
11/07/2018 04:30,Weekday,Wednesday,Light_Load,3.24,100.00,65.78,0.00,3.71
24/11/2018 13:00,Weekend,Saturday,Light_Load,3.46,22.00,100.00,15.34,0.00
09/10/2018 21:30,Weekday,Tuesday,Medium_Load,3.64,19.75,100.00,18.07,0.00
11/04/2018 21:30,Weekday,Wednesday,Medium_Load,5.22,19.18,100.00,26.71,0.00
27/12/2018 00:45,Weekday,Thursday,Light_Load,3.71,99.98,77.55,0.07,3.02
29/04/2018 01:30,Weekend,Sunday,Light_Load,2.66,100.00,61.84,0.00,3.38
18/06/2018 16:15,Weekday,Monday,Maximum_Load,71.68,100.00,94.94,0.00,23.72
31/03/2018 05:15,Weekend,Saturday,Light_Load,2.88,100.00,58.82,0.00,3.96
28/04/2018 08:00,Weekend,Saturday,Light_Load,3.13,100.00,65.61,0.00,3.60
18/09/2018 22:30,Weekday,Tuesday,Medium_Load,3.38,100.00,44.88,0.00,6.73
23/05/2018 10:45,Weekday,Wednesday,Maximum_Load,114.59,100.00,89.35,0.00,57.60
10/06/2018 16:45,Weekend,Sunday,Light_Load,3.71,20.04,100.00,18.14,0.00
13/06/2018 09:15,Weekday,Wednesday,Medium_Load,86.76,100.00,92.72,0.00,35.06
12/02/2018 12:45,Weekday,Monday,Medium_Load,9.61,34.63,100.00,26.03,0.00
27/03/2018 07:30,Weekday,Tuesday,Light_Load,3.67,100.00,65.98,0.00,4.18
10/01/2018 06:45,Weekday,Wednesday,Light_Load,4.43,100.00,68.20,0.00,4.75
10/11/2018 00:00,Weekend,Saturday,Light_Load,2.70,100.00,60.00,0.00,3.60
01/08/2018 16:45,Weekday,Wednesday,Light_Load,2.84,13.86,100.00,20.30,0.00
26/11/2018 12:00,Weekday,Monday,Maximum_Load,61.34,99.98,89.86,1.37,29.95
12/07/2018 09:15,Weekday,Thursday,Medium_Load,67.61,100.00,87.15,0.00,38.05
29/05/2018 17:00,Weekday,Tuesday,Maximum_Load,54.18,100.00,93.99,0.00,19.69
10/06/2018 21:15,Weekend,Sunday,Light_Load,3.56,18.97,100.00,18.43,0.00
05/12/2018 18:15,Weekday,Wednesday,Maximum_Load,5.87,49.26,100.00,10.37,0.00
18/08/2018 00:30,Weekend,Saturday,Light_Load,2.59,100.00,53.04,0.00,4.14
23/07/2018 19:30,Weekday,Monday,Medium_Load,99.29,100.00,94.48,0.00,34.42
22/09/2018 17:45,Weekend,Saturday,Light_Load,2.81,25.49,100.00,10.66,0.00
02/07/2018 20:45,Weekday,Monday,Medium_Load,47.63,100.00,96.80,0.00,12.35
19/10/2018 01:30,Weekday,Friday,Light_Load,3.64,100.00,48.75,0.00,6.52
02/10/2018 01:15,Weekday,Tuesday,Light_Load,2.59,100.00,49.88,0.00,4.50
17/03/2018 23:30,Weekend,Saturday,Light_Load,2.95,100.00,72.04,0.00,2.84
18/06/2018 14:45,Weekday,Monday,Maximum_Load,60.08,100.00,94.12,0.00,21.56
14/04/2018 00:30,Weekend,Saturday,Light_Load,3.60,100.00,71.80,0.00,3.49
20/02/2018 11:30,Weekday,Tuesday,Maximum_Load,120.60,100.00,91.86,0.00,51.88
08/08/2018 21:45,Weekday,Wednesday,Medium_Load,3.89,23.25,100.00,16.27,0.00
10/07/2018 20:00,Weekday,Tuesday,Medium_Load,74.59,100.00,94.51,0.00,25.78
26/05/2018 16:30,Weekend,Saturday,Maximum_Load,35.82,99.96,98.13,1.04,7.02
13/05/2018 04:30,Weekend,Sunday,Light_Load,2.92,100.00,55.65,0.00,4.36
16/03/2018 20:00,Weekday,Friday,Medium_Load,103.46,100.00,96.32,0.00,28.87
25/06/2018 17:15,Weekday,Monday,Medium_Load,49.18,100.00,92.91,0.00,19.58
11/10/2018 05:30,Weekday,Thursday,Light_Load,2.99,100.00,44.31,0.00,6.05
09/12/2018 23:45,Weekend,Sunday,Light_Load,3.46,99.80,79.61,0.22,2.63
22/06/2018 01:30,Weekday,Friday,Light_Load,3.02,100.00,47.14,0.00,5.65
18/04/2018 14:30,Weekday,Wednesday,Maximum_Load,50.08,100.00,92.74,0.00,20.20
02/07/2018 06:45,Weekday,Monday,Light_Load,3.42,100.00,59.58,0.00,4.61
29/09/2018 21:15,Weekend,Saturday,Medium_Load,2.81,23.15,100.00,11.81,0.00
19/07/2018 09:00,Weekday,Thursday,Light_Load,71.24,100.00,79.66,0.00,54.07
26/03/2018 14:00,Weekday,Monday,Maximum_Load,49.57,100.00,97.08,0.04,12.24
25/12/2018 07:15,Weekday,Tuesday,Light_Load,3.24,99.99,79.76,0.04,2.45
13/05/2018 17:00,Weekend,Sunday,Light_Load,3.13,18.23,100.00,16.88,0.00
21/11/2018 23:15,Weekday,Wednesday,Light_Load,3.74,100.00,78.82,0.00,2.92
18/07/2018 03:15,Weekday,Wednesday,Light_Load,2.92,49.61,100.00,5.11,0.00
25/04/2018 10:45,Weekday,Wednesday,Maximum_Load,49.25,100.00,93.61,0.00,18.50
11/04/2018 22:00,Weekday,Wednesday,Medium_Load,5.18,19.09,100.00,26.64,0.00
05/02/2018 00:00,Weekday,Monday,Light_Load,76.93,100.00,87.89,0.00,41.76
01/07/2018 11:00,Weekend,Sunday,Light_Load,3.06,17.30,100.00,17.42,0.00
04/09/2018 14:30,Weekday,Tuesday,Maximum_Load,103.90,100.00,89.94,0.00,50.51
27/09/2018 14:45,Weekday,Thursday,Maximum_Load,71.14,100.00,86.01,0.00,42.19
08/03/2018 02:45,Weekday,Thursday,Light_Load,3.13,100.00,75.72,0.00,2.70
27/10/2018 08:30,Weekend,Saturday,Light_Load,46.55,100.00,73.21,0.00,43.31
03/04/2018 19:30,Weekday,Tuesday,Medium_Load,62.71,100.00,85.95,0.00,37.30
10/08/2018 08:00,Weekday,Friday,Light_Load,6.34,100.00,66.81,0.00,7.06
01/11/2018 06:00,Weekday,Thursday,Light_Load,3.96,100.00,57.87,0.00,5.58
11/06/2018 13:30,Weekday,Monday,Maximum_Load,59.18,100.00,85.98,0.00,35.14
02/03/2018 15:30,Weekday,Friday,Maximum_Load,26.39,90.15,100.00,12.67,0.00
09/05/2018 09:30,Weekday,Wednesday,Medium_Load,61.92,100.00,89.51,0.00,30.85
21/07/2018 05:15,Weekend,Saturday,Light_Load,3.35,100.00,50.54,0.00,5.72
31/01/2018 19:45,Weekday,Wednesday,Maximum_Load,76.32,100.00,98.90,0.29,11.41
23/10/2018 07:45,Weekday,Tuesday,Light_Load,4.00,100.00,49.72,0.00,6.98
20/03/2018 10:15,Weekday,Tuesday,Maximum_Load,48.31,100.00,96.31,0.00,13.50
09/09/2018 20:15,Weekend,Sunday,Medium_Load,2.95,24.53,100.00,11.66,0.00
18/11/2018 23:45,Weekend,Sunday,Light_Load,2.92,100.00,57.64,0.00,4.14
23/05/2018 00:30,Weekday,Wednesday,Light_Load,3.64,100.00,56.18,0.00,5.36
04/12/2018 10:30,Weekday,Tuesday,Maximum_Load,53.42,100.00,86.27,0.00,31.32
13/02/2018 04:00,Weekday,Tuesday,Light_Load,5.90,100.00,71.31,0.00,5.80
29/05/2018 16:30,Weekday,Tuesday,Maximum_Load,52.99,100.00,95.04,0.00,17.35
26/05/2018 05:30,Weekend,Saturday,Light_Load,3.49,100.00,52.76,0.00,5.62
01/04/2018 19:00,Weekend,Sunday,Light_Load,3.10,17.95,100.00,16.99,0.00
15/10/2018 01:30,Weekday,Monday,Light_Load,2.77,100.00,47.87,0.00,5.08
04/09/2018 17:45,Weekday,Tuesday,Medium_Load,59.44,100.00,85.12,0.00,36.65
26/02/2018 04:45,Weekday,Monday,Light_Load,3.85,100.00,75.15,0.00,3.38
11/06/2018 07:45,Weekday,Monday,Light_Load,4.68,100.00,55.47,0.00,7.02
09/08/2018 01:45,Weekday,Thursday,Light_Load,2.74,100.00,48.06,0.00,5.00
15/04/2018 12:00,Weekend,Sunday,Light_Load,3.13,49.19,100.00,5.54,0.00
05/04/2018 16:45,Weekday,Thursday,Maximum_Load,68.94,100.00,93.79,0.00,25.49
02/09/2018 01:00,Weekend,Sunday,Light_Load,2.63,100.00,49.31,0.00,4.64
08/11/2018 22:45,Weekday,Thursday,Maximum_Load,3.96,100.00,48.19,0.00,7.20
08/11/2018 10:00,Weekday,Thursday,Medium_Load,66.10,100.00,89.40,0.00,33.12
30/01/2018 16:00,Weekday,Tuesday,Medium_Load,74.38,100.00,91.79,0.00,32.15
10/04/2018 21:15,Weekday,Tuesday,Medium_Load,5.65,20.64,100.00,26.78,0.00
23/09/2018 17:30,Weekend,Sunday,Light_Load,2.81,24.94,100.00,10.91,0.00
29/05/2018 06:30,Weekday,Tuesday,Light_Load,3.20,100.00,50.22,0.00,5.51
09/01/2018 02:00,Weekday,Tuesday,Light_Load,4.75,100.00,74.84,0.00,4.21
24/01/2018 23:15,Weekday,Wednesday,Light_Load,41.98,100.00,81.14,0.00,30.24
03/12/2018 19:30,Weekday,Monday,Maximum_Load,39.17,100.00,97.06,0.00,9.72
13/09/2018 15:00,Weekday,Thursday,Maximum_Load,67.90,100.00,86.76,0.00,38.92
10/11/2018 10:15,Weekend,Saturday,Maximum_Load,58.61,100.00,92.67,0.00,23.76
22/12/2018 05:30,Weekend,Saturday,Light_Load,3.96,99.96,76.73,0.11,3.31
15/02/2018 05:00,Weekday,Thursday,Light_Load,3.24,100.00,58.09,0.00,4.54
16/02/2018 08:30,Weekday,Friday,Light_Load,3.13,100.00,62.69,0.00,3.89
16/07/2018 16:00,Weekday,Monday,Maximum_Load,64.15,100.00,87.54,0.00,35.42
22/06/2018 20:45,Weekday,Friday,Medium_Load,31.64,98.40,97.41,5.72,7.34
25/05/2018 13:00,Weekday,Friday,Medium_Load,5.29,20.16,100.00,25.70,0.00
11/03/2018 09:45,Weekend,Sunday,Medium_Load,33.16,99.87,99.92,1.66,1.30
18/11/2018 19:15,Weekend,Sunday,Maximum_Load,3.78,20.60,100.00,17.96,0.00
03/08/2018 10:45,Weekday,Friday,Light_Load,2.88,16.85,100.00,16.85,0.00
16/10/2018 20:45,Weekday,Tuesday,Medium_Load,45.40,100.00,91.18,0.00,20.45
30/01/2018 18:15,Weekday,Tuesday,Maximum_Load,55.26,100.00,89.82,0.36,27.04
18/12/2018 07:00,Weekday,Tuesday,Light_Load,3.31,99.78,84.21,0.22,2.12
02/06/2018 19:00,Weekend,Saturday,Light_Load,3.67,21.41,100.00,16.74,0.00
07/10/2018 18:45,Weekend,Sunday,Light_Load,3.17,26.62,100.00,11.48,0.00
04/02/2018 04:45,Weekend,Sunday,Light_Load,5.83,100.00,71.14,0.00,5.76
06/04/2018 08:15,Weekday,Friday,Light_Load,34.92,100.00,76.22,0.00,29.66
15/08/2018 18:15,Weekday,Wednesday,Medium_Load,2.99,42.88,100.00,6.30,0.00
26/05/2018 18:00,Weekend,Saturday,Medium_Load,3.74,21.75,100.00,16.78,0.00
26/08/2018 19:30,Weekend,Sunday,Medium_Load,3.06,21.56,100.00,13.86,0.00
30/06/2018 19:00,Weekend,Saturday,Medium_Load,3.82,19.77,100.00,18.94,0.00
21/11/2018 18:45,Weekday,Wednesday,Maximum_Load,106.52,100.00,91.45,0.00,47.12
27/12/2018 19:15,Weekday,Thursday,Maximum_Load,51.01,100.00,98.08,0.36,10.15
04/09/2018 03:00,Weekday,Tuesday,Light_Load,2.63,100.00,48.44,0.00,4.75
